,atlantic,blaze,breitbart,fox,huffpo,inforwars,npr,nyt,wsj,global,specific
3,0.031659530465036174,0.0138545891636117,0.018128755035920065,0.017484569549049027,0.019118573968607756,,0.014446045609697153,0.01595673634139081,0.017445785256225817,trump,trump
