,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,paper,artid
0,0.026797304476382466,0.0,0.01875524676444843,0.009492324563812446,0.0,0.0,0.0,0.0,0.001941402277052881,0.4327677355000974,0.0,0.0,0.0,0.0,0.00942259148622431,0.0,0.006394375364572899,0.0,0.004540339460749368,0.0,0.0,0.0038774854888482795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fox,fox0
1,0.0,0.0,0.05585087164537671,0.11763297702833608,0.006794945397860632,0.0,0.03431433386140144,0.009411162276861533,0.01271963157856862,0.01846960028492207,0.0890243623237388,0.0,0.05877674828162618,0.14944840399420425,0.0,0.1273441971481166,0.0,0.06458110820339898,0.13338935464516988,0.0,0.0,0.019585659840546187,0.0,0.0,6.308988252793463e-05,0.0,0.10117384738361725,0.00477805714834906,0.0036464895538759097,0.0037970312969802396,fox,fox1
2,0.012664764771775394,0.13115654805155574,0.04071579563570377,0.00013132509600014087,0.0,0.007139462126554537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010478248900371445,0.0,0.0,0.0,0.0066937675845021635,0.008216700032481802,0.0,0.00035262047905630525,0.0,0.040437260654662244,0.004354807599479929,0.0013638723294126507,0.0,0.0,0.0,0.0,fox,fox2
3,0.0020541225665220266,0.0,0.0,0.2533535752802774,0.0006354721827000222,0.0025801418005914943,0.0,0.0,0.0,0.0,0.0070806637771037425,0.0,0.0,0.0,0.0,0.226295349715593,0.0,0.0,0.0,0.0,0.0,0.005726563817433733,0.0,0.0023770246377290407,0.008798599493723868,0.04961112172171548,0.004760196126499076,0.0,0.0,0.0,,
4,0.038124972091773915,0.0,0.0,0.25755044805991595,0.0,0.0,0.001764560873180053,0.0,0.0,0.0,0.018682831077364133,0.010404352203609095,0.0,0.031090208609348993,0.0,0.15666973990974697,0.005328281172561028,0.05738683794466066,0.05716884668125606,0.0,0.0,0.0021615674325275768,0.0,0.0,0.010887875915299858,0.0,0.07034008686873466,0.0,0.0,0.0,fox,fox4
5,0.0,0.09217542417396721,0.06397251780925982,0.04641851675891757,0.0,0.0,0.0,0.0,0.0,0.0,0.0028050429166684722,0.004918129007121193,0.006274126515577636,0.0,0.0,0.0,0.018230433509336903,0.013239124968903584,0.314564571534515,0.0,0.0,0.016208357017088146,0.0020829990347728195,0.05875126728756459,0.0,0.0,0.0,0.0,0.01260059300648587,0.0,fox,fox5
6,0.10023575700388121,0.0,0.008231648269840306,0.0,0.0,0.0,0.007582523468869176,0.014157515380108324,0.00889185634585171,0.03882288441365072,0.001959180069373868,0.0,0.0373922952016744,0.007539064189305875,0.008770231983277057,0.0,0.0,0.028352667795825306,0.0,0.013508609887784248,0.05472240762384056,0.0,0.0,0.02224425471957096,0.0007707539468236733,0.00043605754065817676,0.009589777924074505,0.05160984693510628,0.0,0.0,fox,fox6
7,0.0,0.0004562276053522404,0.0271824669628453,0.14407309230357307,0.0,0.0,0.0,0.0,0.0,0.0053610501039634455,0.0,0.0,0.03163895130449971,0.03671626103897995,0.0,0.01892585108350716,0.0,0.203410729899174,0.02082292515779977,0.023292191985603797,0.015275933908729819,0.014215202680436077,0.0,0.0,0.0,0.01049555878334934,0.09344352104812637,0.0017859301610569113,0.0,0.0,fox,fox7
8,0.0451451860078296,0.01853461181025791,0.017184055373854666,0.0048037591051192105,0.004573156554925906,0.03567778185063727,0.005466495551463672,0.0021548327864627376,0.007273680788742917,0.00500440662696708,0.012960315989030729,0.008859994431875354,0.011653254398733921,0.0,0.0,0.007155558832740598,0.0004325668445150862,0.0,0.0003484094046804927,0.0,0.016010651354387742,0.0,0.02513843415230761,0.0,0.0,0.05447817573935891,0.0,0.016848530344552574,0.0031835370021585604,0.031032853574730627,fox,fox8
9,0.0,0.0,0.0,0.0,0.0,0.0,0.01261744374453129,0.0,0.004831447159423061,0.08300146936460064,0.0,0.005867656883518956,0.0,0.12357215808466565,0.03920193143777309,0.0,0.0,0.0,0.0026327293784688226,0.0006616632678745878,0.03862933937831873,0.0,0.10437261608483792,0.04245909746346236,0.0,0.013732417777204835,0.004486586168281875,0.0,0.0182849270433603,0.0,fox,fox9
