,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,paper,aid
0,0.04232162597211974,0.0,0.0,0.01569999144816872,0.02290891690186334,0.1718449147308747,0.0066152269517790315,0.058820354152208106,0.0,0.010476190881644799,0.01942699173935661,0.0,0.024073143314155707,0.14712631340013121,0.04588299724957353,0.001419756493789244,0.0,0.09119764330956671,0.007788376020294359,0.06015454768429096,0.0,0.0,0.0,0.0,wsj,wsj0
1,0.01343474802756751,0.0,0.0,0.058396011895274984,0.02046984252816677,0.0030340503185578714,0.003012774353148866,0.12103631629153895,0.0,0.013290658208440815,0.010421711642468846,0.0,0.01122545022922019,0.01791539626384044,0.03435467288441637,0.005381327805060577,0.02242935139308718,0.0008919435058238602,0.0,0.007896377289080849,0.016800140335545957,0.23459890860177884,0.0,0.0,wsj,wsj1
2,0.0,0.0,0.1288123233687114,0.0758720328126198,0.0,0.0002848363563084089,0.0065312708875786595,0.0351424095338791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022558060957001962,0.0,0.0,0.0,0.0,0.0,0.13778053963770004,0.0,0.02907838746879466,wsj,wsj2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3559634501137942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wsj,wsj3
4,0.0,0.0,0.0,0.21586537136612885,0.0,0.0009662083789998102,0.0,0.043643532931108765,0.0,0.0,0.010533111759507078,0.0,0.029762642868683895,0.006070035257611006,0.044303475622773314,0.0,0.0,0.011501103724303264,0.0,0.0,0.0,0.02327058889686209,0.003241872012053373,0.04049217122162718,wsj,wsj4
5,0.0,0.0,0.0,0.12765319927539392,0.0,0.0,0.01809005346293423,0.10887672714580754,0.0,0.0,0.0,0.0,0.04475735324169808,0.02596743072699433,0.0,0.0,0.0,0.0,0.0,0.012301743865418184,0.0,0.032047309812662426,0.0,0.059357422079047366,wsj,wsj5
6,0.0,0.0,0.0,0.1926630630772786,0.004038345773044797,0.0,0.0,0.04880927641465524,0.0,0.00543681198502112,0.010791188578207876,0.005833612034580943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12556000635870165,0.01334082583104969,0.0,wsj,wsj6
7,0.09586286256852238,0.0,0.0,0.10799115708577607,0.0010332536755259913,0.0,0.0,0.05576388834411559,0.006553477215182066,0.013729657166399655,0.0,0.0,0.0,0.00030759769964577307,0.0,0.0,0.0,0.07836304074134859,0.0625445313903875,0.0,0.0,0.007137561928555545,0.050430420245466234,0.0,wsj,wsj7
8,0.07853959523241333,0.0,0.012007041077761318,0.05158208126623691,0.030943490960139073,0.16245561961909377,0.0,0.052240713408168576,0.0,0.0,0.0,0.0,0.03321679139367855,0.06500031680244464,0.0,0.0,0.0,0.08475078581176824,0.0,0.01566087090808453,0.0,0.0,0.0,0.0,wsj,wsj8
9,0.0,0.0,0.0,0.06524340227007519,0.007576099153129556,0.0,0.0,0.0282345206927177,0.0,0.010290949595387485,0.0,0.0023479879162547576,0.05388947409844103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24051993432386543,0.0151801867093794,0.0,wsj,wsj9
