,atlantic,blaze,breitbart,fox,huffpo,inforwars,npr,nyt,wsj,topics,global,specific
15,0.02651847187339648,0.008626491985819678,0.00885920336183565,0.014120092559159853,0.01750343554759688,0.009353088807343422,0.018620348729855647,0.013895176873647693,0.008386871226629842,nra national member association group right amendment,nra,nra
