,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,paper,aid
0,0.0,0.0,0.0,0.020142663196962233,0.23113439540759856,0.031309162198070686,0.0061585156352327464,0.07264961382980555,0.003282638456369237,0.005117673159580494,0.012739805960789165,0.08427596076062528,0.02793273847910058,0.022049767797223074,0.0,0.05309258629001023,0.0,0.19900037380422256,0.008651215318279962,0.08194143680811013,0.0,0.0,wsj,wsj0
1,0.0,0.0,0.0,0.07413292014942889,0.002683116444154847,0.026221018759866196,0.0007314517805315673,0.156300310190912,0.006735999313069393,0.0,0.0165033426299181,0.017247018830125294,0.0051577725737149555,0.016448476186176033,0.029402475661303405,0.03659706300013144,0.02786548590934916,0.02422538416234246,0.0,0.011406153043213556,0.019440414796896097,0.2971721537768801,wsj,wsj1
2,0.0,0.0007341774003512121,0.15687339571331035,0.09449186405148198,0.0,0.0,0.005799072815059939,0.04292225069445447,0.0,0.009540998432438856,0.0,0.0,0.00047258737191218953,0.0,0.0739074672123281,0.0,0.002416317659418851,0.0,0.0,0.0,0.0,0.17777748159758464,wsj,wsj2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463586316979948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wsj,wsj3
4,0.0,0.0,0.005499071359685082,0.27858340769721646,0.004380389694408637,0.0,0.0,0.05542409782147342,0.0,0.008480717499682077,0.0,0.0,0.045429596617076726,0.012429709186102228,0.0,0.05980466038748435,0.0,0.007362093597976648,0.0,0.0,0.0,0.03744773335187289,wsj,wsj4
5,0.0,0.0,0.0,0.16787105839493252,0.0,0.0,0.04082064743614583,0.14146164303575368,0.0,0.0,0.0,0.0,0.06484558941737797,0.0,0.0,0.0,0.003808516361360748,0.02841749676107466,0.0,0.012841330436493607,0.0,0.04935721368251769,wsj,wsj5
6,0.005098660827896414,0.0,0.0,0.24988004255636004,0.0,0.005241011053727361,0.0,0.06343373824171149,0.0,0.0,0.0077663399153581145,0.0,0.0,0.015028417636473966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16055161083823488,wsj,wsj6
7,0.0028138497939496007,0.0,0.0014413745053319007,0.14671630276238254,0.0003099018330689486,0.006915218266984912,0.0003046996769241453,0.07143393877376684,0.00030694351880312763,0.01307614557715159,0.021631790821652667,0.16608139015789058,0.0,0.0,0.0005497382482421614,0.0,0.0,0.003921928878932125,0.07882910764284429,0.0,0.0,0.012968688081697535,wsj,wsj7
8,0.0,0.0,0.0,0.06658635251437466,0.22174902169457958,0.04279328148048296,0.0,0.06599421563120034,0.0,0.0,0.0,0.12321556230616064,0.036238880789013134,0.0,0.03732479581148576,0.0,0.0,0.08977690471161068,0.0,0.01863015768861139,0.0,0.0,wsj,wsj8
9,0.0,0.0,0.0,0.08476967214355448,0.0,0.010056994317267906,0.0,0.03547613238057139,0.0,0.0,0.014077556505890994,0.0,0.062086699387986596,0.0014452660087054773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31318671532825404,wsj,wsj9
10,0.05544504992659915,0.0,0.0011117793318027847,0.0005980827699144211,0.0011467917945808539,0.0,0.012352269576529837,0.06033574534368923,0.0,0.0,0.0,0.0,0.03441038527331038,0.0,0.0,0.014500461600814144,0.03263292592743785,0.0274395551676852,0.051332622726657604,0.0,0.009959408991952058,0.007103270783621884,wsj,wsj10
11,0.014207938084344653,0.0,0.0015024749584633438,0.0,0.0020421037260596494,0.09502199189418611,0.0,0.0,0.06626071300319349,0.0,0.0,0.0,0.0,0.032690207122505144,0.0,0.011705407115171217,0.0,0.0,0.0,0.03149682077719997,0.009135963260074867,0.0,wsj,wsj11
12,0.05975453118254211,0.08912825740280302,0.0,0.0,0.031881030952332426,0.005912215700698422,0.01723148950408323,0.19213272589096597,0.0,0.0,0.08768127327516441,0.0,0.0,0.03995611649760019,0.0028430499040588927,0.0,0.019276480328302634,0.0,0.0,0.0,0.0005067966457289778,0.023312969189810094,wsj,wsj12
13,0.0,0.0,0.0015451834458531592,0.0,0.01392169398283695,0.018368315276790486,0.0,0.08664502031370636,0.0,0.007322792859583905,0.0,0.0,0.06503375637848158,0.0,0.04557857802318787,0.0,0.0999986137015662,0.1940969152638746,0.0,0.008258545650022465,0.0,0.04005006320425162,wsj,wsj13
14,0.00795006153235604,0.0,0.0,0.11988413697995445,0.005748069459945124,0.021225458579120247,0.0018507222433569329,0.0737812070988513,0.0,0.00588295076210753,0.04224846165137498,0.0,0.05839257552651738,0.0,0.0,0.16362623553150965,0.004263567595415159,0.0,0.0,0.0,0.0,0.026384723874188065,wsj,wsj14
