0,firearm ammunition
1,officer police
2,ar 15
3,school student
4,trump president
5,nation action
6,say one
7,gun control
8,get news
9,weapon ban
10,video street
11,state law
12,nra company
13,com second
14,rifle automatic
15,said told
16,new york
17,background check
18,court federal
19,shot man
