,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,paper,aid
0,0.02602035052595597,0.0,0.0,0.0193439809777928,0.2320513836194966,0.03196340698837746,0.0,0.07438898058778973,0.003706267847576617,0.0,0.013093533755456282,0.089413486310534,0.0665996796169533,0.02396076973242428,0.0,0.049285639691194004,0.0,0.19699164118615164,0.009204121491153723,0.0,wsj,wsj0
1,0.025698593516800403,0.0,0.0,0.07929982646986627,0.0,0.02350953616405999,0.03654094654915416,0.15377071108938917,0.004001822869289749,0.003735068320214854,0.012242350319588396,0.005691285555297303,0.12559128278656806,0.014389847249331273,0.045213786561826355,0.048679661639503186,0.04852918979865792,0.043219532677990925,0.0,0.0,wsj,wsj1
2,0.014158330324260185,0.0005543543660186989,0.1586277340119527,0.09897454959418255,0.0,0.0,0.024915525564855216,0.04264967487764209,0.0,0.0,0.0,0.0,0.055674894739134936,0.0,0.08727779693783619,0.0,0.014386677923538484,0.0,0.0,0.0,wsj,wsj2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46346292329689287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wsj,wsj3
4,0.04889617317286259,0.0,0.004435381428063874,0.280526500527752,0.0037980036932117127,0.0,0.0,0.055287900293840425,0.0,0.0,0.0,0.0,0.0,0.014082339925416949,0.0028693657610004406,0.06254198963159986,0.0003456014470965942,0.01271282797960423,0.0,0.0,wsj,wsj4
5,0.06927974960981356,0.0,0.0,0.1689251872269164,0.0,0.0,0.042598650940391426,0.14060059790213303,0.0,0.0,0.0,0.0,0.023535003091380784,0.0,0.0,0.0,0.007019464135491612,0.03405102004236277,0.0,0.0,wsj,wsj5
6,0.0,0.0,0.0,0.25387121960780257,0.0,0.005068428604674595,0.014750777876335563,0.06443254913747815,0.0,0.0,0.006816226672573616,0.0,0.06018652270199437,0.015599417572301289,0.004431479721952084,0.0,0.005158720067421214,0.0,0.0,0.006230364254339361,wsj,wsj6
7,0.0,0.0,0.0024195448286320493,0.14701705020452885,0.0,0.0062425051871101015,0.0,0.07201463489591303,8.383298765211033e-05,0.0029255096184438592,0.021004021674762906,0.16713429058616705,0.0,0.0,0.000889065929690562,0.0,0.0,0.004264921464238668,0.07898493330077425,0.002520811964343485,wsj,wsj7
8,0.03532850869171698,0.0,0.0,0.06516331306662415,0.22158861578821715,0.04253637644627311,0.0,0.06679443704532659,0.0,0.0,0.0,0.12312484706276394,0.005673981260503034,0.0,0.03580818768507658,0.0,0.0,0.08693701174867587,0.0,0.0,wsj,wsj8
9,0.085113349721112,0.0005190378942977422,0.0,0.09200124980052107,0.0,0.009194065283755638,0.02999917541067691,0.034643680485611256,0.0,0.0,0.011986416258918041,0.0,0.12974356429840758,0.0012729248453263924,0.0,0.0,0.014560961936745217,0.0,0.0,0.0,wsj,wsj9
