,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,paper,aid
0,0.012329193850698288,0.0,0.0,0.020535792329358867,0.2320423927033887,0.03158298843073683,0.009191811481048006,0.07403258374745787,0.0026768688743298032,0.006236290579734444,0.0138657706887951,0.08423525218403781,0.027874495894630754,0.025790285896709585,0.0,0.052497367904625024,0.0,0.19906000161535858,0.007648831110474778,0.08175057872382609,0.0,0.0,0.0,0.0,wsj,wsj0
1,0.03794447735804503,0.0,0.0,0.07384481604089119,0.0027766577641169026,0.026381524933231624,0.0011269919155746475,0.1560529984430089,0.006851901992763762,0.0,0.01682553155471855,0.018133522146317006,0.004964501703806551,0.015868122166638955,0.029266621905782306,0.03765916497696899,0.02747014032989556,0.02447843137431992,0.0,0.011604545528193634,0.021682432477730516,0.29708416044322067,0.0,0.0,wsj,wsj1
2,0.08121741523271145,0.0,0.15650323681547762,0.07578491164071581,0.0,0.0,0.004457780157006324,0.03735440484037668,0.0,0.008070699325117519,0.0,0.0,0.0,0.0,0.07267608961383992,0.0,0.0027431323298997535,0.0,0.0,0.0,0.0,0.17660121827145095,0.0,0.0,wsj,wsj2
3,0.0016366212269873792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4642404206709117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wsj,wsj3
4,0.12065358596197188,0.0,0.00551879323454559,0.25839073898363346,0.00443218754109028,0.0,0.0,0.053323587495253365,0.0,0.008008940351388064,0.0,0.0,0.04509034041819472,0.014503823147567431,0.0,0.059375021087860226,0.0,0.007424953734629717,0.0,0.0,0.0,0.03575806636887799,0.0,0.0,wsj,wsj4
5,0.014456452738341551,0.0,0.0,0.17844728167004076,0.0,0.0,0.04090216215538895,0.14559893779124494,0.0,0.0,0.001633324153127708,0.0,0.0627204067891192,0.0,0.0,0.0,0.004947768772133802,0.03069856688556104,0.0,0.01302299973143103,0.0,0.05011090894587028,0.010783019460404303,0.0014755845919497774,wsj,wsj5
6,0.11444445301505944,0.0,0.0,0.22976020878913495,0.0,0.004307633786964915,0.0,0.06187436387968798,0.0,0.0,0.005377680327682167,0.0,0.0,0.01624575280932825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15881260958924426,0.0017165689288434027,0.0018871115581675529,wsj,wsj6
7,0.24042035432848416,0.0,0.0,0.07439165633061931,0.0,0.004652041229894744,0.0,0.059049254770309076,0.0,0.0017545027766581152,0.008662821591562857,0.1547230699782963,0.0,0.0,0.0,0.0,0.0,0.0,0.07921259604613211,0.0,0.0,0.008540146097746578,0.01586710901015957,0.0,wsj,wsj7
8,0.030586492250189737,0.0,0.0,0.06277913395652945,0.22245552354117937,0.04337332043125574,0.0,0.06635881959425316,0.0,0.0,0.0,0.12383935532433198,0.03569066013413815,0.0,0.03761923706749207,0.0,0.0,0.08994906544037978,0.0,0.018511631247585893,0.0,0.0,0.0,0.0,wsj,wsj8
9,0.09238569943808361,0.0,0.0,0.060512481870195436,0.0,0.008771962803187013,0.0,0.02979643441055164,0.0,0.0,0.008509801099403655,0.0,0.06230434797295074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3109068906404633,0.006524688815573738,0.0,wsj,wsj9
